sample_id,cs_br_concentration,pb_br2_concentration,temperature,solvent_type,oa_concentration,oam_concentration,reaction_time,phase_label,bandgap,plqy,emission_peak,emission_fwhm,particle_size,size_distribution_width,lifetime,stability_score,phase_purity
418,0.56,1.34,195.7,3,0.044,0.07,27.7,2,2.95,0.322,448.3,25.0,9.5,0.22,2.6,0.92,0.83
419,1.84,1.19,176.3,4,0.23,0.027,6.4,0,2.25,0.727,526.8,17.3,11.0,0.22,15.5,0.87,0.93
420,1.98,0.58,120.5,1,0.281,0.484,8.4,1,4.13,0.106,421.9,18.6,6.2,0.44,0.5,0.81,0.84
421,0.63,0.73,188.0,4,0.048,0.102,16.8,0,2.27,0.812,527.3,25.5,11.4,0.45,14.0,0.77,0.96
422,1.86,1.79,161.7,3,0.073,0.011,8.5,0,2.31,0.919,517.9,17.5,8.7,0.23,15.5,0.79,0.87
423,1.05,1.08,180.0,3,0.208,0.212,5.7,0,2.29,0.794,515.3,23.3,12.7,0.21,10.7,0.95,0.99
424,1.44,1.58,127.7,1,0.179,0.428,17.6,0,2.27,0.704,533.5,17.1,11.1,0.3,21.4,0.86,0.96
425,1.06,1.64,130.3,3,0.034,0.42,17.1,0,2.25,0.761,516.9,18.7,7.7,0.41,11.7,0.79,0.92
426,1.67,1.74,106.8,0,0.426,0.08,7.4,4,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.88,1.0
427,2.12,1.6,123.7,1,0.364,0.192,29.3,1,3.81,0.166,407.5,20.8,5.0,0.42,3.2,0.82,0.81
428,0.85,0.66,145.0,1,0.494,0.287,10.0,1,3.97,0.149,426.1,22.0,4.8,0.25,6.4,0.6,0.92
429,1.76,1.5,120.4,1,0.447,0.18,15.2,0,2.13,0.858,522.8,13.5,9.4,0.39,5.6,0.79,0.89
430,1.2,1.43,155.9,1,0.401,0.219,20.6,0,2.3,0.753,517.8,19.9,9.1,0.35,20.9,0.51,0.96
431,1.08,1.74,139.0,2,0.034,0.436,29.2,3,2.72,0.088,462.1,18.5,11.1,0.32,7.9,0.56,0.6
432,1.44,1.88,126.3,0,0.016,0.211,10.0,0,2.35,0.863,522.5,17.5,10.7,0.43,16.5,0.75,0.96
433,1.63,1.42,183.5,0,0.173,0.035,15.4,0,2.28,0.989,511.0,20.2,9.0,0.42,19.6,0.61,0.87
434,1.46,1.67,187.6,1,0.011,0.028,24.3,0,2.37,0.606,515.8,15.5,8.6,0.37,23.1,0.85,0.89
435,1.35,0.71,143.8,4,0.491,0.184,9.8,1,4.01,0.134,412.0,24.0,5.2,0.27,4.9,0.9,0.91
436,2.48,0.52,172.0,0,0.038,0.063,9.5,3,1.97,0.222,503.6,22.5,9.1,0.38,4.0,0.54,0.6
437,1.0,1.32,149.5,2,0.449,0.429,16.1,0,2.31,0.715,529.4,18.4,11.0,0.47,12.4,0.55,0.87
438,1.32,1.93,148.6,0,0.102,0.069,29.4,0,2.41,0.797,513.1,24.0,7.4,0.24,22.7,0.82,0.89
439,0.73,1.25,103.4,2,0.294,0.15,29.1,4,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.93,0.88
440,0.54,1.07,144.4,1,0.103,0.092,15.8,3,2.47,0.526,477.4,15.1,9.4,0.48,2.3,0.95,0.6
441,2.12,1.39,175.7,2,0.363,0.311,26.6,0,2.45,0.727,524.5,26.7,7.6,0.29,11.6,1.0,0.91
442,1.35,1.58,176.9,2,0.081,0.191,23.6,0,2.31,0.813,527.5,22.0,5.3,0.36,16.9,0.67,0.88
443,1.73,1.04,165.9,4,0.006,0.153,21.5,0,2.36,0.711,521.3,22.8,10.0,0.39,16.1,0.78,0.88
444,1.66,0.62,189.7,4,0.157,0.032,9.5,0,2.27,0.999,529.8,22.5,12.0,0.21,20.5,0.56,0.81
445,1.87,1.79,158.0,0,0.277,0.114,28.8,0,2.32,0.797,530.9,19.1,6.8,0.27,14.6,0.55,0.9
446,0.73,0.62,120.4,4,0.186,0.411,15.4,0,2.34,0.761,511.9,18.4,13.1,0.4,19.4,0.74,0.99
447,1.74,0.74,104.5,1,0.456,0.013,20.2,1,3.99,0.094,413.4,17.6,3.8,0.26,4.1,0.92,0.81
448,1.95,1.07,199.8,0,0.478,0.479,29.8,0,2.44,0.798,518.7,24.5,7.5,0.44,22.1,0.8,0.93
449,1.54,0.98,119.5,4,0.147,0.122,11.1,1,3.92,0.103,386.0,21.7,5.5,0.42,6.0,0.94,0.87
450,1.2,1.26,191.5,3,0.303,0.224,15.5,0,2.32,0.754,503.2,16.7,9.2,0.24,18.6,0.63,0.86
451,1.13,0.62,142.1,1,0.288,0.316,24.3,1,4.23,0.09,417.6,19.7,5.0,0.48,7.5,0.87,0.83
452,0.57,1.15,169.0,0,0.066,0.433,28.0,2,3.02,0.397,447.5,19.6,9.1,0.47,4.0,0.95,0.92
453,1.73,1.99,104.5,2,0.475,0.455,20.8,4,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.85,0.95
454,1.95,1.38,182.0,4,0.042,0.448,19.8,0,2.37,0.742,512.1,21.3,7.8,0.38,17.1,0.65,0.87
455,1.63,1.85,158.0,3,0.143,0.192,23.9,0,2.28,1.0,526.3,16.7,12.4,0.33,13.2,0.66,0.87
456,0.83,0.93,148.7,1,0.443,0.144,27.9,0,2.5,0.805,497.3,18.6,9.4,0.26,19.4,0.51,0.98
457,2.42,1.31,179.9,0,0.244,0.411,14.2,0,2.16,0.9,516.6,20.5,9.0,0.34,21.9,0.96,0.82
458,2.28,1.24,108.7,1,0.497,0.366,7.9,1,3.74,0.138,414.8,15.3,5.4,0.3,3.4,0.82,0.9
459,2.05,1.56,131.5,0,0.217,0.466,24.9,1,3.89,0.11,436.2,14.8,3.9,0.21,4.8,0.57,0.88
460,2.39,1.51,126.5,1,0.242,0.094,17.4,1,3.88,0.198,425.7,21.9,6.0,0.42,5.5,0.75,0.92
461,1.92,0.56,168.8,4,0.19,0.292,20.9,0,2.4,0.765,514.7,22.1,9.6,0.29,6.1,0.7,0.87
462,1.46,0.64,111.2,2,0.21,0.224,11.2,1,3.93,0.122,414.2,18.8,6.4,0.3,4.2,0.94,0.97
463,2.23,1.4,168.7,0,0.145,0.254,27.2,0,2.33,0.96,526.4,22.6,9.9,0.32,10.3,0.96,0.85
464,1.96,1.01,181.9,2,0.224,0.111,26.9,0,2.34,0.809,515.2,19.2,12.7,0.24,3.1,0.51,0.88
465,2.06,1.0,135.3,4,0.032,0.025,10.3,1,3.78,0.008,400.4,17.4,5.5,0.42,4.7,0.69,0.88
466,1.61,0.87,101.4,0,0.378,0.263,17.5,1,4.01,0.154,405.7,20.7,5.0,0.39,4.8,0.87,0.96
467,1.26,1.1,181.8,2,0.431,0.038,17.6,0,2.28,0.798,518.0,16.3,9.9,0.48,20.5,0.7,0.97
468,2.22,1.68,142.5,0,0.151,0.229,7.5,1,4.05,0.214,406.2,22.2,4.2,0.27,3.7,0.64,0.94
469,1.51,1.07,199.3,3,0.476,0.381,22.9,0,2.34,0.78,518.9,16.8,10.3,0.34,18.3,0.57,0.93
470,0.67,1.34,120.8,3,0.297,0.042,15.1,0,2.35,0.611,517.2,19.0,10.0,0.35,8.0,0.92,0.81
471,1.88,1.4,187.1,2,0.345,0.378,24.9,0,2.39,0.744,533.4,24.2,8.6,0.35,24.9,0.54,0.82
472,1.9,1.06,175.7,1,0.26,0.061,9.9,0,2.06,0.957,533.6,20.1,7.2,0.36,21.5,0.71,0.8
473,0.74,1.99,172.0,2,0.261,0.308,14.3,2,3.14,0.418,454.6,19.7,7.0,0.38,4.5,0.63,0.89
474,2.37,1.89,172.0,1,0.082,0.358,16.8,0,2.18,0.849,530.2,20.0,10.2,0.41,15.7,0.73,0.82
475,1.75,1.39,106.7,4,0.442,0.172,5.4,1,3.98,0.164,421.5,18.3,5.9,0.42,2.7,0.97,0.91
476,1.78,0.8,159.3,0,0.365,0.14,11.6,0,2.43,0.839,507.3,17.3,10.2,0.43,11.6,0.9,0.97
477,1.84,1.21,116.8,1,0.495,0.046,25.1,1,3.81,0.168,417.2,18.1,5.6,0.47,7.3,0.72,0.93
478,1.15,1.25,111.7,4,0.197,0.387,22.7,4,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.92,0.86
479,0.66,1.41,121.4,1,0.473,0.417,22.8,0,2.19,0.757,523.7,17.0,7.0,0.3,13.1,0.51,0.87
480,1.43,1.51,172.8,1,0.308,0.438,28.0,0,2.14,0.965,526.6,18.7,10.0,0.38,17.5,0.66,0.98
481,2.33,1.25,101.3,2,0.017,0.137,17.0,1,4.2,0.171,409.6,25.5,6.4,0.46,4.3,0.96,1.0
482,1.76,1.24,147.3,4,0.404,0.019,5.7,1,3.99,0.132,407.4,22.1,3.0,0.45,6.5,0.53,0.93
483,0.62,0.65,154.4,1,0.328,0.369,13.3,0,2.47,0.674,534.2,19.5,15.1,0.2,10.3,0.83,0.88
484,1.84,0.59,119.3,4,0.074,0.133,9.3,1,4.16,0.169,404.2,16.2,4.0,0.48,2.1,0.66,0.91
485,0.74,1.2,183.6,0,0.283,0.232,7.9,2,3.1,0.537,466.3,25.0,9.8,0.44,4.3,0.61,0.87
486,0.66,1.59,124.7,1,0.374,0.369,12.8,0,2.28,0.879,510.5,21.2,9.2,0.26,11.6,0.99,0.85
487,1.38,0.64,135.5,2,0.174,0.321,16.2,1,3.64,0.081,437.7,17.2,5.4,0.26,6.6,0.85,0.87
488,2.12,1.69,120.7,4,0.276,0.372,11.7,1,3.76,0.147,412.3,23.2,5.8,0.39,3.9,0.74,0.89
489,1.15,1.35,165.8,0,0.161,0.052,14.0,0,2.36,0.895,508.8,21.1,13.7,0.25,19.3,0.77,0.95
490,1.38,1.42,159.4,3,0.365,0.237,11.1,0,2.21,0.732,517.7,22.0,10.3,0.48,13.4,0.96,0.82
491,1.35,0.9,157.7,4,0.014,0.256,28.1,0,2.53,0.748,528.5,20.0,15.1,0.3,12.4,0.98,0.99
492,1.12,1.65,180.1,3,0.198,0.23,21.5,2,2.93,0.508,457.3,22.0,8.9,0.42,3.3,0.58,0.91
493,2.05,0.51,115.9,0,0.235,0.343,22.5,1,4.15,0.111,421.5,20.1,3.6,0.24,4.1,0.88,0.83
494,2.05,1.85,182.0,3,0.298,0.267,13.7,0,2.32,0.796,524.7,20.3,9.2,0.35,19.7,0.5,0.92
495,1.3,0.62,123.0,3,0.094,0.106,15.9,1,3.74,0.212,399.0,15.8,5.4,0.21,7.4,0.98,0.88
496,0.83,1.52,183.4,3,0.403,0.173,23.3,2,2.81,0.365,462.5,22.5,7.2,0.41,6.7,0.51,0.93
497,1.84,1.13,105.5,3,0.129,0.317,20.1,1,3.97,0.098,398.2,18.1,5.8,0.31,7.1,0.89,1.0
498,1.56,1.08,167.5,1,0.003,0.474,22.7,0,2.16,0.787,527.4,19.2,8.5,0.46,15.3,0.73,0.81
499,1.7,1.05,142.6,2,0.383,0.012,11.7,1,3.84,0.2,398.1,21.4,5.3,0.42,5.2,0.77,0.88
500,0.85,1.3,112.6,1,0.316,0.216,11.9,4,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.91,0.97
501,1.97,1.29,145.8,0,0.163,0.019,20.2,1,3.76,0.135,382.9,22.1,6.0,0.42,3.5,0.65,0.88
502,0.87,1.62,172.2,0,0.418,0.217,7.9,2,3.08,0.478,468.7,23.4,7.4,0.46,5.1,0.69,0.89
503,2.02,1.16,174.7,1,0.138,0.336,20.1,0,2.48,0.765,512.8,20.3,9.7,0.32,17.7,0.8,1.0
504,1.14,0.83,101.8,2,0.111,0.306,23.2,1,4.01,0.107,399.4,21.9,3.8,0.36,2.5,0.67,0.86
505,2.15,0.73,185.4,3,0.105,0.349,21.8,0,2.32,0.992,523.9,19.1,12.8,0.37,13.1,0.99,0.87
506,1.08,0.97,167.5,0,0.078,0.292,20.6,0,2.36,0.653,528.6,17.5,10.0,0.42,19.8,0.77,0.88
507,2.4,0.69,139.6,1,0.496,0.285,9.5,1,3.89,0.197,431.9,17.0,4.9,0.32,5.0,0.8,0.86
508,1.23,0.66,188.5,2,0.251,0.266,10.6,0,2.2,0.804,511.8,19.2,11.0,0.46,14.7,0.91,0.95
509,1.81,1.53,109.8,4,0.327,0.487,15.3,4,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.81,0.83
510,1.74,2.0,160.0,3,0.473,0.163,11.2,0,2.26,0.808,508.7,23.3,12.4,0.37,10.1,0.93,0.97
511,0.82,1.05,187.5,1,0.236,0.356,10.0,2,2.94,0.477,475.5,15.6,8.4,0.33,5.8,0.62,0.84
512,1.42,1.46,180.4,2,0.436,0.454,11.1,0,2.45,0.871,515.8,16.6,8.1,0.32,14.3,0.89,0.99
513,2.27,1.31,171.6,4,0.324,0.267,5.6,0,2.29,0.718,505.1,20.3,12.2,0.41,10.3,0.76,0.93
514,1.36,0.69,114.6,2,0.379,0.29,24.8,1,3.87,0.103,405.4,20.1,4.5,0.28,7.3,0.67,0.94
515,1.42,1.56,175.3,2,0.171,0.345,13.3,0,2.3,0.88,525.4,19.3,10.2,0.46,14.8,0.78,0.94
516,1.11,1.57,156.8,2,0.238,0.22,12.4,2,2.89,0.296,466.0,16.8,9.0,0.21,6.9,0.61,0.86
517,1.67,0.89,172.1,4,0.203,0.309,9.3,0,2.41,0.962,516.2,22.3,11.8,0.25,10.7,0.76,0.84
518,2.29,0.52,194.7,2,0.112,0.103,8.8,0,2.29,0.75,523.8,16.1,12.2,0.2,12.0,0.87,0.96
519,2.08,1.85,174.1,2,0.332,0.199,7.5,0,2.42,0.852,503.9,25.5,9.3,0.22,5.5,0.78,0.85
520,1.01,1.61,169.0,1,0.114,0.359,9.4,2,3.02,0.44,456.6,19.3,10.4,0.47,0.6,0.57,0.86
521,0.92,0.87,176.2,3,0.232,0.268,24.5,0,2.26,0.751,523.1,21.2,10.6,0.26,20.9,0.74,0.91
522,1.66,1.79,111.2,3,0.389,0.097,25.1,4,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.88,0.92
523,1.49,0.76,150.7,4,0.142,0.323,11.6,0,2.3,0.718,532.7,19.9,7.2,0.23,15.1,0.5,0.98
524,1.52,1.24,117.9,3,0.336,0.047,26.6,1,3.77,0.108,429.1,18.2,5.3,0.23,5.2,0.65,0.95
525,1.44,1.53,192.8,1,0.286,0.077,8.9,0,2.39,0.844,500.9,18.9,9.1,0.49,22.2,0.89,0.96
526,1.04,1.9,147.2,2,0.185,0.153,23.2,0,2.28,0.766,527.9,18.0,6.9,0.2,16.6,0.7,0.93
527,0.78,1.19,127.4,1,0.104,0.358,12.4,0,2.29,0.723,535.9,23.4,8.8,0.26,16.3,0.93,0.82
528,0.99,0.99,148.0,4,0.235,0.486,6.1,0,2.42,0.717,499.8,20.2,8.4,0.38,13.4,0.82,0.86
529,1.24,1.89,111.1,1,0.44,0.037,29.4,4,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.91,0.97
530,1.68,1.36,156.2,3,0.123,0.286,24.1,0,2.22,0.784,537.0,24.8,10.5,0.41,18.6,0.66,0.97
531,2.31,1.17,188.5,1,0.161,0.114,14.1,0,2.38,0.786,501.5,22.7,7.2,0.33,20.5,0.9,0.96
532,2.16,0.59,199.0,2,0.008,0.219,5.8,0,2.35,0.631,506.9,16.8,10.1,0.37,8.9,0.99,0.96
533,1.56,1.7,184.6,0,0.287,0.234,21.3,0,2.44,0.867,524.6,27.4,8.0,0.25,4.7,0.67,0.84
534,1.65,1.18,178.1,3,0.445,0.201,12.3,0,2.29,0.808,517.5,22.4,11.0,0.43,9.8,0.77,0.93
535,0.9,1.73,192.5,4,0.076,0.386,10.2,2,2.91,0.471,441.4,20.7,6.3,0.49,2.5,0.66,0.86
536,0.96,0.81,130.3,3,0.496,0.116,28.0,0,2.5,0.835,524.8,20.6,9.6,0.46,14.6,0.93,0.84
537,0.6,1.16,119.9,3,0.295,0.062,29.2,4,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.58,0.84
538,2.38,1.61,135.8,2,0.208,0.105,7.3,1,3.79,0.093,409.3,19.6,2.6,0.2,3.5,0.98,0.82
539,1.22,0.96,106.5,2,0.115,0.351,21.3,1,4.04,0.188,381.5,20.8,7.6,0.42,5.5,0.92,0.84
540,0.52,1.28,114.0,3,0.381,0.031,25.1,4,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.83,0.87
541,1.33,0.74,117.2,4,0.483,0.371,25.3,1,4.07,0.243,416.9,17.4,5.4,0.39,5.0,0.95,0.85
542,1.14,1.67,133.2,3,0.017,0.436,27.8,3,2.31,0.491,468.4,26.4,8.8,0.23,5.4,0.99,0.6
543,0.72,1.21,198.3,4,0.22,0.428,25.2,2,3.07,0.451,467.5,18.3,7.3,0.49,7.2,0.83,0.82
544,1.49,1.75,157.1,1,0.11,0.065,28.6,0,2.34,0.822,502.8,21.7,12.4,0.26,17.2,0.83,0.87
545,2.45,1.5,152.0,4,0.494,0.133,27.5,0,2.26,0.84,518.3,19.9,6.1,0.39,6.0,0.9,1.0
546,0.53,1.45,183.5,1,0.081,0.161,19.3,2,2.76,0.459,444.7,17.1,6.0,0.26,4.0,0.81,0.91
547,0.74,0.92,176.9,2,0.169,0.446,11.4,0,2.17,0.81,512.3,18.0,7.5,0.22,20.1,0.68,0.93
548,2.43,0.69,122.7,3,0.415,0.06,22.8,1,4.03,0.183,391.8,27.3,5.4,0.49,3.1,0.59,0.96
549,2.27,1.27,114.2,1,0.388,0.099,23.6,1,3.56,0.136,393.0,23.5,4.5,0.36,5.7,0.85,1.0
550,0.83,0.74,168.0,4,0.113,0.465,22.9,0,2.4,0.771,520.9,23.0,10.6,0.32,14.0,0.76,0.88
551,1.45,0.98,172.2,2,0.0,0.126,18.9,0,2.42,0.736,523.4,18.6,9.8,0.45,16.5,0.88,0.96
552,2.4,0.86,178.6,3,0.195,0.097,25.9,3,2.83,0.322,488.0,19.5,8.4,0.25,0.5,0.72,0.6
553,1.84,1.64,101.1,0,0.26,0.262,24.3,4,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.91,0.91
554,1.72,0.73,188.0,2,0.438,0.475,6.0,0,2.41,0.795,534.0,20.8,8.9,0.41,18.8,0.65,0.9
555,0.68,1.6,196.0,2,0.121,0.425,17.4,2,2.77,0.418,447.8,20.5,8.7,0.43,6.8,0.95,0.93
556,1.16,1.5,125.1,2,0.042,0.051,25.1,0,2.16,0.666,520.4,18.8,9.5,0.43,13.3,0.92,0.88
557,1.54,1.89,138.3,4,0.054,0.419,21.1,3,2.23,0.674,509.3,23.9,9.2,0.41,2.1,0.86,0.6
558,0.58,1.47,144.0,3,0.287,0.261,28.5,0,2.19,0.68,507.5,19.4,9.8,0.37,26.9,0.55,0.98
559,2.1,1.59,184.9,2,0.179,0.342,13.8,0,2.34,0.771,537.3,24.1,8.6,0.39,15.3,0.78,0.97
560,1.8,1.61,175.3,1,0.422,0.428,13.3,0,2.24,0.788,501.0,25.6,10.5,0.23,13.7,0.66,0.9
561,0.87,1.07,126.5,3,0.175,0.403,27.4,0,2.16,0.885,517.8,22.6,12.0,0.47,13.0,0.88,0.91
562,1.3,1.54,119.9,0,0.356,0.457,21.6,4,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.57,0.87
563,1.21,0.7,138.5,2,0.307,0.485,13.1,1,3.96,0.242,410.2,20.7,5.6,0.27,5.0,0.85,0.84
564,2.25,1.16,181.2,1,0.006,0.122,5.5,0,2.35,0.712,507.7,15.0,9.2,0.37,20.1,0.81,0.98
565,2.46,1.62,170.7,2,0.402,0.132,14.3,0,2.38,0.766,504.3,23.9,13.9,0.5,22.4,0.62,0.91
566,0.76,1.97,178.4,4,0.354,0.268,7.6,2,2.95,0.386,449.2,25.5,9.9,0.27,4.5,0.63,0.97
567,1.42,1.16,159.1,0,0.477,0.086,19.0,0,2.39,0.833,523.8,19.5,9.2,0.42,13.3,0.78,0.99
568,1.96,1.57,149.1,1,0.493,0.108,16.3,1,3.61,0.132,400.6,25.2,6.1,0.24,1.6,0.77,0.94
569,1.13,0.51,161.0,2,0.294,0.387,6.8,3,2.45,0.396,499.0,21.3,14.3,0.45,0.5,0.51,0.6
570,2.36,1.59,133.2,0,0.473,0.287,28.7,1,3.74,0.183,407.3,19.3,4.5,0.31,5.7,0.85,0.98
571,1.5,0.78,140.1,1,0.176,0.324,7.0,1,3.82,0.157,408.5,23.6,7.1,0.4,6.0,0.55,0.8
572,2.47,0.52,132.7,2,0.014,0.453,19.1,1,4.22,0.053,417.9,20.9,6.3,0.3,6.3,0.94,0.98
573,1.7,1.36,189.1,1,0.254,0.407,16.1,0,2.49,0.717,521.4,26.4,9.0,0.23,10.3,0.84,0.92
574,0.83,0.65,119.3,1,0.499,0.46,28.4,1,4.13,0.123,397.5,22.8,5.7,0.3,6.7,0.68,0.85
575,2.14,0.78,140.4,2,0.029,0.491,17.0,1,4.06,0.089,410.6,20.8,3.7,0.4,4.3,0.96,0.91
576,1.9,1.28,175.7,1,0.141,0.068,24.1,0,2.23,0.727,511.7,17.4,11.6,0.35,15.2,0.69,0.9
577,2.07,0.93,168.4,0,0.264,0.021,28.7,0,2.12,0.688,506.2,19.7,9.2,0.21,8.8,0.65,0.84
578,2.43,0.58,182.5,3,0.369,0.262,9.5,0,2.23,0.591,539.9,23.7,12.8,0.22,10.1,0.6,0.84
579,1.78,0.52,192.2,1,0.45,0.058,12.3,0,2.18,0.613,517.0,18.3,11.1,0.48,17.3,0.7,0.83
580,1.7,1.43,125.8,3,0.34,0.355,27.6,0,2.44,0.747,528.8,25.6,8.9,0.31,15.6,0.92,0.84
581,2.06,0.88,101.0,3,0.021,0.384,8.2,1,3.87,0.132,416.6,20.3,5.4,0.36,4.3,0.58,0.95
582,2.41,1.57,169.5,2,0.268,0.142,19.3,0,2.44,0.927,538.3,16.7,6.7,0.24,13.0,1.0,0.89
583,0.72,0.84,183.3,1,0.042,0.347,6.7,0,2.19,0.919,504.0,18.2,11.2,0.49,9.9,0.88,0.94
584,0.59,0.52,115.3,2,0.461,0.175,10.0,4,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.65,0.81
585,0.87,0.79,165.8,3,0.013,0.22,26.1,0,2.34,0.786,525.8,19.2,8.3,0.23,20.5,0.51,0.94
586,1.95,0.98,103.8,0,0.342,0.003,5.1,1,4.0,0.196,415.3,17.6,3.2,0.43,7.5,0.51,0.96
587,1.45,1.36,138.6,4,0.193,0.455,10.9,0,2.33,0.8,548.0,17.4,8.5,0.47,5.1,0.61,0.86
588,1.96,1.94,138.8,2,0.441,0.184,5.5,0,2.36,0.869,528.7,16.4,9.4,0.27,7.2,0.68,0.99
589,1.34,1.13,173.3,3,0.476,0.232,13.4,0,2.41,0.882,529.1,24.7,10.1,0.37,22.7,0.89,0.87
590,1.43,1.79,179.2,2,0.322,0.107,8.5,2,2.82,0.563,471.0,25.4,7.1,0.43,4.5,0.61,0.91
591,0.81,1.08,151.8,1,0.472,0.012,10.2,2,2.87,0.394,457.0,19.5,10.3,0.43,3.3,0.9,0.83
592,1.13,0.87,173.8,3,0.158,0.467,20.3,0,2.2,0.907,509.4,18.8,10.2,0.2,16.1,0.93,0.86
593,2.3,0.8,115.1,1,0.154,0.033,20.6,1,3.85,0.107,439.8,20.9,4.1,0.25,3.8,0.58,0.98
594,0.83,0.68,191.0,3,0.079,0.276,16.7,0,2.47,0.72,499.9,19.3,12.9,0.24,7.1,0.57,0.88
595,1.26,0.76,102.0,2,0.465,0.292,9.5,1,4.01,0.254,385.4,18.7,6.2,0.47,9.2,0.53,0.83
596,1.1,1.09,114.9,1,0.481,0.16,22.8,4,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.54,0.92
597,2.1,0.52,189.1,3,0.496,0.183,11.3,0,2.52,0.776,528.7,22.2,10.3,0.41,21.3,0.63,1.0
598,1.18,0.91,199.5,3,0.33,0.166,5.8,0,2.31,0.793,512.4,21.1,9.2,0.32,20.4,0.85,0.85
599,1.25,1.05,151.3,3,0.204,0.171,28.6,0,2.19,0.763,517.7,21.1,14.4,0.4,14.0,0.66,0.9
600,0.73,1.72,180.6,0,0.121,0.089,6.6,2,2.8,0.418,464.1,19.2,8.3,0.3,1.8,0.95,0.81
601,1.67,1.95,196.9,2,0.393,0.053,8.0,0,2.35,0.957,523.8,20.3,10.4,0.44,14.9,0.62,0.81
602,0.66,0.98,152.9,3,0.409,0.354,17.4,2,2.85,0.342,458.1,22.1,6.0,0.35,3.3,0.54,0.99
603,1.03,1.82,157.5,1,0.35,0.351,6.9,2,2.95,0.531,467.1,17.3,8.0,0.38,3.0,0.75,0.86
604,1.35,1.74,173.5,4,0.003,0.445,22.1,2,2.88,0.508,473.0,20.9,8.7,0.43,4.6,0.72,0.93
605,2.3,1.17,197.7,0,0.159,0.386,27.9,0,2.1,0.644,505.4,18.8,8.6,0.44,19.3,0.69,0.86
606,1.48,1.32,174.5,1,0.294,0.021,13.8,0,2.08,0.854,535.3,13.7,5.6,0.34,17.4,0.57,0.95
607,1.34,0.54,113.9,2,0.191,0.435,8.7,1,3.76,0.19,423.4,24.2,3.0,0.27,8.9,0.51,0.89
608,1.04,0.8,149.7,1,0.152,0.478,18.7,1,3.93,0.207,407.4,21.7,3.9,0.49,4.6,0.53,0.99
609,0.63,0.98,147.7,2,0.071,0.259,17.4,0,2.05,0.815,513.8,18.5,8.7,0.38,21.4,0.8,0.91
610,1.18,1.06,168.9,1,0.185,0.485,6.6,0,2.24,0.834,516.6,21.8,11.3,0.47,11.9,0.99,0.96
611,1.61,1.37,133.1,1,0.451,0.483,24.5,0,2.43,0.717,505.8,20.0,7.7,0.47,21.4,0.66,0.98
612,1.27,0.72,132.2,4,0.245,0.301,27.3,1,4.05,0.14,385.3,20.6,5.5,0.24,3.4,0.92,0.81
613,0.99,1.45,132.7,4,0.241,0.073,11.8,0,2.44,0.787,501.8,15.4,9.2,0.38,5.0,0.56,0.95
614,1.97,0.79,179.9,2,0.124,0.188,22.5,0,2.28,0.865,519.3,18.1,10.5,0.31,10.9,0.89,1.0
615,1.39,1.07,115.7,3,0.379,0.054,11.8,1,3.85,0.227,401.4,25.2,5.2,0.24,8.6,0.93,0.91
616,1.24,0.97,172.1,4,0.013,0.217,13.1,0,2.17,0.69,514.5,20.0,8.6,0.35,13.6,0.86,0.94
617,1.49,1.89,114.0,0,0.261,0.47,10.9,4,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.71,0.95
618,1.48,1.32,152.5,3,0.347,0.274,7.2,0,2.28,0.892,534.3,18.4,11.0,0.22,14.6,0.82,0.94
619,1.46,0.56,175.9,1,0.477,0.069,13.0,0,2.28,0.733,512.5,19.8,8.3,0.21,13.9,0.53,0.84
620,0.57,0.84,149.1,2,0.351,0.291,14.2,0,2.2,0.836,525.9,18.5,5.7,0.42,13.7,0.76,0.83
621,0.9,1.41,133.4,2,0.449,0.196,21.3,0,2.43,0.553,528.8,15.5,8.4,0.26,18.8,0.55,0.99
622,0.91,1.64,173.6,2,0.416,0.337,27.2,2,3.0,0.489,449.7,21.4,10.0,0.37,6.1,0.76,0.86
623,0.93,0.77,133.4,3,0.473,0.194,13.2,1,3.8,0.218,408.0,23.0,5.6,0.37,3.7,0.93,0.85
624,1.73,1.83,185.3,4,0.025,0.006,11.9,3,3.46,0.122,490.9,19.7,9.9,0.31,1.8,0.87,0.6
625,1.25,0.92,165.4,2,0.385,0.449,12.6,0,2.09,0.989,511.1,18.1,10.4,0.48,14.7,0.52,0.99
626,1.45,0.52,108.6,1,0.228,0.443,22.4,1,3.6,0.148,413.2,19.6,4.7,0.41,5.4,0.69,0.81
627,1.36,1.2,117.5,0,0.288,0.022,6.6,4,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.64,0.86
